Accuracy,Loss,Classification_Loss,Robustness_Loss,Concept_Loss,Step
0.11499999463558197,3.371837615966797,2.3581924438476562,9.026495933532715,1.0127426385879517,1
0.550000011920929,2.3021256923675537,1.3483716249465942,29.84444236755371,0.9507696032524109,101
0.6150000095367432,1.946700096130371,1.1098148822784424,45.61573791503906,0.8323237299919128,201
0.675000011920929,1.6065099239349365,0.9381011724472046,56.49325180053711,0.6627594232559204,271
0.75,1.2502033710479736,0.6684308052062988,68.7031478881836,0.5749022364616394,371
0.699999988079071,1.3184592723846436,0.853224515914917,74.93822479248047,0.45774102210998535,471
0.7599999904632568,1.1977739334106445,0.7211129069328308,71.81226348876953,0.4694797992706299,541
0.73499995470047,1.1315997838974,0.6947210431098938,70.86161804199219,0.4297926127910614,641
0.7249999642372131,1.213590383529663,0.7772873044013977,74.29674530029297,0.4288734197616577,741
0.7699999809265137,1.0549389123916626,0.6299905180931091,82.39533996582031,0.41670888662338257,811
0.8100000023841858,0.9743669033050537,0.5685511231422424,77.98291015625,0.39801743626594543,911
0.8100000023841858,0.9617508053779602,0.5647860169410706,85.22465515136719,0.38844233751296997,1011
0.7599999904632568,0.978134274482727,0.6026917099952698,83.648681640625,0.36707767844200134,1081
0.7849999666213989,0.9745460748672485,0.5993278622627258,81.96131896972656,0.3670220673084259,1181
0.8399999737739563,0.8532319068908691,0.4876996576786041,84.37165832519531,0.35709506273269653,1281
